Player,No,Pos,DOB/Age,Caps,Club,Country,ClubCountry,Year,Gols
Sergio Bravo,13,2DF,(1927-11-27)27 November 1927 (aged 26),6,FC León,Mexico,Mexico,1954,0
Juan Gómez,14,2DF,(1924-06-26)26 June 1924 (aged 29),0,Atlas,Mexico,Mexico,1954,0
Carlos Blanco,15,4FW,(1928-03-05)5 March 1928 (aged 26),4,Necaxa,Mexico,Mexico,1954,0
Pedro Nájera,16,3MF,(1929-02-03)3 February 1929 (aged 25),0,Club América,Mexico,Mexico,1954,0
Carlos Septién,17,4FW,(1923-01-18)18 January 1923 (aged 31),13,CD Tampico,Mexico,Mexico,1954,0
Carlos Carus,18,4FW,(1930-10-06)6 October 1930 (aged 23),0,Club Toluca,Mexico,Mexico,1954,0
Moises Jinich,19,4FW,(1927-12-15)15 December 1927 (aged 26),1,Atlante F.C.,Mexico,Mexico,1954,0
José Antonio Roca,20,4FW,(1928-05-24)24 May 1928 (aged 26),10,CD Zacatepec,Mexico,Mexico,1954,0
Mario Ochoa,21,3MF,(1927-11-07)7 November 1927 (aged 26),5,Club Deportivo Marte,Mexico,Mexico,1954,0
Ranulfo Cortés,22,4FW,(1934-07-09)9 July 1934 (aged 19),0,CD Oro,Mexico,Mexico,1954,0
Gyula Grosics,1,1GK,(1926-02-04)4 February 1926 (aged 28),31,Budapesti Honvéd SE,Hungary,Hungary,1954,0
Jenő Buzánszky,2,2DF,(1925-05-04)4 May 1925 (aged 29),23,Dorogi Bányász,Hungary,Hungary,1954,0
Gyula Lóránt,3,2DF,(1923-02-06)6 February 1923 (aged 31),24,Budapesti Honvéd SE,Hungary,Hungary,1954,0
Mihály Lantos,4,2DF,(1928-09-29)29 September 1928 (aged 25),30,Budapesti Vörös Lobogó,Hungary,Hungary,1954,0
József Bozsik,5,3MF,(1925-11-25)25 November 1925 (aged 28),48,Budapesti Honvéd SE,Hungary,Hungary,1954,0
József Zakariás,6,3MF,(1924-03-25)25 March 1924 (aged 30),31,Budapesti Vörös Lobogó,Hungary,Hungary,1954,0
József Tóth,7,4FW,(1929-05-16)16 May 1929 (aged 25),2,Csepeli Vasas,Hungary,Hungary,1954,0
Sándor Kocsis,8,4FW,(1929-09-21)21 September 1929 (aged 24),36,Budapesti Honvéd SE,Hungary,Hungary,1954,0
Nándor Hidegkuti,9,4FW,(1922-03-03)3 March 1922 (aged 32),36,Budapesti Vörös Lobogó,Hungary,Hungary,1954,0
Ferenc Puskás (captain),10,4FW,(1927-04-02)2 April 1927 (aged 27),55,Budapesti Honvéd SE,Hungary,Hungary,1954,0
Zoltán Czibor,11,4FW,(1929-08-08)8 August 1929 (aged 24),26,Budapesti Honvéd SE,Hungary,Hungary,1954,0
Béla Kárpáti,12,2DF,(1929-09-30)30 September 1929 (aged 24),1,Győri Vasas SE,Hungary,Hungary,1954,0
Pál Várhidi,13,2DF,(1931-11-06)6 November 1931 (aged 22),0,Budapesti Dózsa,Hungary,Hungary,1954,0
Imre Kovács,14,3MF,(1921-11-26)26 November 1921 (aged 32),8,Budapesti Vörös Lobogó,Hungary,Hungary,1954,0
Ferenc Szojka,15,3MF,(1931-04-07)7 April 1931 (aged 23),0,Salgótarjáni BTC,Hungary,Hungary,1954,0
László Budai,16,3MF,(1928-07-19)19 July 1928 (aged 25),21,Budapesti Honvéd SE,Hungary,Hungary,1954,0
Ferenc Machos,17,4FW,(1932-06-30)30 June 1932 (aged 21),0,Budapesti Honvéd SE,Hungary,Hungary,1954,0
Lajos Csordás,18,4FW,(1932-10-06)6 October 1932 (aged 21),7,Budapesti Vasas SE,Hungary,Hungary,1954,0
Péter Palotás,19,4FW,(1929-06-27)27 June 1929 (aged 24),16,Budapesti Vörös Lobogó,Hungary,Hungary,1954,0
Mihály Tóth,20,4FW,(1926-09-24)24 September 1926 (aged 27),3,Budapesti Dózsa,Hungary,Hungary,1954,0
Sándor Gellér,21,1GK,(1925-07-12)12 July 1925 (aged 28),5,Budapesti Vörös Lobogó,Hungary,Hungary,1954,0
Géza Gulyás,22,1GK,(1931-06-05)5 June 1931 (aged 23),0,Budapesti Kinizsi,Hungary,Hungary,1954,0
Toni Turek,1,1GK,(1919-01-18)18 January 1919 (aged 35),14,Fortuna Düsseldorf,West Germany,West Germany,1954,0
Fritz Laband,2,2DF,(1925-11-01)1 November 1925 (aged 28),1,Hamburger SV,West Germany,West Germany,1954,0
Werner Kohlmeyer,3,2DF,(1924-04-19)19 April 1924 (aged 30),13,1. FC Kaiserslautern,West Germany,West Germany,1954,0
Hans Bauer,4,2DF,(1927-07-28)28 July 1927 (aged 26),2,Bayern Munich,West Germany,West Germany,1954,0
Herbert Erhardt,5,2DF,(1930-07-06)6 July 1930 (aged 23),1,SpVgg Fürth,West Germany,West Germany,1954,0
Horst Eckel,6,3MF,(1932-02-08)8 February 1932 (aged 22),8,1. FC Kaiserslautern,West Germany,West Germany,1954,0
Josef Posipal,7,2DF,(1927-06-20)20 June 1927 (aged 26),16,Hamburger SV,West Germany,West Germany,1954,0
Karl Mai,8,3MF,(1928-07-27)27 July 1928 (aged 25),3,SpVgg Fürth,West Germany,West Germany,1954,0
Paul Mebus,9,3MF,(1920-06-09)9 June 1920 (aged 34),5,1. FC Köln,West Germany,West Germany,1954,0
Werner Liebrich,10,2DF,(1927-01-18)18 January 1927 (aged 27),3,1. FC Kaiserslautern,West Germany,West Germany,1954,0
Karl-Heinz Metzner,11,3MF,(1923-01-09)9 January 1923 (aged 31),2,KSV Hessen Kassel,West Germany,West Germany,1954,0
Helmut Rahn,12,4FW,(1929-08-16)16 August 1929 (aged 24),10,Rot-Weiss Essen,West Germany,West Germany,1954,0
Max Morlock,13,4FW,(1925-05-11)11 May 1925 (aged 29),13,1. FC Nürnberg,West Germany,West Germany,1954,0
Bernhard Klodt,14,4FW,(1926-10-26)26 October 1926 (aged 27),6,FC Schalke 04,West Germany,West Germany,1954,0
Ottmar Walter,15,4FW,(1924-03-06)6 March 1924 (aged 30),12,1. FC Kaiserslautern,West Germany,West Germany,1954,0
Fritz Walter (captain),16,4FW,(1920-10-31)31 October 1920 (aged 33),39,1. FC Kaiserslautern,West Germany,West Germany,1954,0
Richard Herrmann,17,4FW,(1923-01-28)28 January 1923 (aged 31),7,FSV Frankfurt,West Germany,West Germany,1954,0
Ulrich Biesinger,18,4FW,(1933-08-06)6 August 1933 (aged 20),0,BC Augsburg,West Germany,West Germany,1954,0
Alfred Pfaff,19,3MF,(1926-07-16)16 July 1926 (aged 27),1,Eintracht Frankfurt,West Germany,West Germany,1954,0
Hans Schäfer,20,4FW,(1927-10-19)19 October 1927 (aged 26),6,1. FC Köln,West Germany,West Germany,1954,0
Heinz Kubsch,21,1GK,(1930-07-20)20 July 1930 (aged 23),1,FK Pirmasens,West Germany,West Germany,1954,0
Heinz Kwiatkowski,22,1GK,(1926-07-16)16 July 1926 (aged 27),0,Borussia Dortmund,West Germany,West Germany,1954,0
Turgay Şeren (captain),1,1GK,(1932-05-15)15 May 1932 (aged 22),11,Galatasaray S.K.,Turkey,Turkey,1954,0
Rıdvan Bolatlı,2,2DF,(1928-12-02)2 December 1928 (aged 25),2,MKE Ankaragücü SK,Turkey,Turkey,1954,0
Basri Dirimlili,3,2DF,(1929-06-07)7 June 1929 (aged 25),3,Fenerbahçe SK,Turkey,Turkey,1954,0
Mustafa Ertan,4,2DF,(1926-04-21)21 April 1926 (aged 28),4,MKE Ankaragücü SK,Turkey,Turkey,1954,0
Çetin Zeybek,5,3MF,(1932-09-12)12 September 1932 (aged 21),2,Kasımpaşa SK,Turkey,Turkey,1954,0
Rober Eryol,6,3MF,(1930-12-21)21 December 1930 (aged 23),5,Galatasaray S.K.,Turkey,Turkey,1954,0
Erol Keskin,7,4FW,(1927-03-02)2 March 1927 (aged 27),1,Adalet SK Istanbul,Turkey,Turkey,1954,0
Suat Mamat,8,4FW,(1930-11-08)8 November 1930 (aged 23),2,Galatasaray S.K.,Turkey,Turkey,1954,0
Feridun Buğeker,9,4FW,(1933-04-05)5 April 1933 (aged 21),3,Fenerbahçe SK,Turkey,Turkey,1954,0
Burhan Sargun,10,4FW,(1929-02-11)11 February 1929 (aged 25),5,Fenerbahçe SK,Turkey,Turkey,1954,0
Lefter Küçükandonyadis,11,4FW,(1925-12-22)22 December 1925 (aged 28),3,Fenerbahçe SK,Turkey,Turkey,1954,0
Şükrü Ersoy,12,1GK,(1934-01-14)14 January 1934 (aged 20),3,MKE Ankaragücü SK,Turkey,Turkey,1954,0
Bülent Eken,13,1GK,(1934-01-01)1 January 1934 (aged 20),0,Beşiktaş J.K.,Turkey,Turkey,1954,0
Ali Beratlıgil,14,2DF,(1931-10-21)21 October 1931 (aged 22),2,Galatasaray S.K.,Turkey,Turkey,1954,0
Mehmet Dinçer,15,3MF,(1924-01-01)1 January 1924 (aged 30),0,Adalet SK Istanbul,Turkey,Turkey,1954,0
Nedim Günar,16,2DF,(1932-01-02)2 January 1932 (aged 22),0,Fenerbahçe SK,Turkey,Turkey,1954,0
Naci Erdem,17,2DF,(1931-01-28)28 January 1931 (aged 23),0,Fenerbahçe SK,Turkey,Turkey,1954,0
Kaçmaz Akgün,18,2DF,(1935-02-19)19 February 1935 (aged 19),1,Fenerbahçe SK,Turkey,Turkey,1954,0
Ahmet Berman,19,2DF,(1932-01-01)1 January 1932 (aged 22),0,Beşiktaş J.K.,Turkey,Turkey,1954,0
Necmi Onarıcı,20,4FW,(1925-11-02)2 November 1925 (aged 28),0,Adalet SK Istanbul,Turkey,Turkey,1954,0
Kadri Aytaç,21,4FW,(1931-08-06)6 August 1931 (aged 22),0,Galatasaray S.K.,Turkey,Turkey,1954,0
Coşkun Taş,22,4FW,(1935-04-23)23 April 1935 (aged 19),2,Beşiktaş J.K.,Turkey,Turkey,1954,0
Hong Deok-young,1,1GK,(1921-05-05)5 May 1921 (aged 33),2,Chosun Textile Company FC,South Korea,South Korea,1954,0
Park Kyu-chung,2,2DF,(1924-06-12)12 June 1924 (aged 30),2,ROK Army Quartermaster Corps FC,South Korea,South Korea,1954,0
Park Jae-seung,3,2DF,(1923-04-01)1 April 1923 (aged 31),0,ROK Army Counterintelligence Corps FC,South Korea,South Korea,1954,0
Kang Chang-gi,4,3MF,(1927-08-28)28 August 1927 (aged 26),0,Chosun Textile Company FC,South Korea,South Korea,1954,0
Lee Sang-yi,5,3MF,(1922-01-01)1 January 1922 (aged 32),?,Chosun Textile Company FC,South Korea,South Korea,1954,0
Min Byung-dae (c),6,2DF,(1918-02-20)20 February 1918 (aged 36),2,ROK Army Counterintelligence Corps FC,South Korea,South Korea,1954,0
Lee Soo-nam,7,4FW,(1927-02-02)2 February 1927 (aged 27),0,ROK Army Counterintelligence Corps FC,South Korea,South Korea,1954,0
Choi Chung-min,8,4FW,(1930-08-30)30 August 1930 (aged 23),0,ROK Army Counterintelligence Corps FC,South Korea,South Korea,1954,0
Woo Sang-kwon,9,4FW,(1926-02-02)2 February 1926 (aged 28),2,ROK Armed Forces Military Police Command FC,South Korea,South Korea,1954,0
Sung Nak-woon,10,4FW,(1926-02-02)2 February 1926 (aged 28),0,ROK Army Quartermaster Corps FC,South Korea,South Korea,1954,0
Chung Nam-sik,11,3MF,(1917-02-16)16 February 1917 (aged 37),2,ROK Counterintelligence Corps FC,South Korea,South Korea,1954,0
Ham Heung-chul,12,1GK,(1930-11-17)17 November 1930 (aged 23),3,ROK Armed Forces Military Police Command FC,South Korea,South Korea,1954,0
Li Jong-kap,13,2DF,(1920-03-18)18 March 1920 (aged 34),0,ROK Counterintelligence Corps FC,South Korea,South Korea,1954,0
Han Chang-wha,14,2DF,(1922-11-03)3 November 1922 (aged 31),0,ROK Counterintelligence Corps FC,South Korea,South Korea,1954,0
Kim Ji-sung,15,3MF,(1924-11-07)7 November 1924 (aged 29),0,ROK Counterintelligence Corps FC,South Korea,South Korea,1954,0
Chu Yung-kwang,16,3MF,(1931-07-15)15 July 1931 (aged 22),0,ROK Navy FC,South Korea,South Korea,1954,0
Park Il-kap,17,4FW,(1926-03-21)21 March 1926 (aged 28),0,ROK Counterintelligence Corps FC,South Korea,South Korea,1954,0
Choi Yung-keun,18,4FW,(1923-02-08)8 February 1923 (aged 31),0,ROK Navy FC,South Korea,South Korea,1954,0
Li Ki-joo,19,4FW,(1926-11-12)12 November 1926 (aged 27),0,Chosun Textile Company FC,South Korea,South Korea,1954,0
Chung Kook-chin,20,4FW,(1917-01-02)2 January 1917 (aged 37),2,ROK Navy FC,South Korea,South Korea,1954,0
Roque Máspoli,1,1GK,(1917-10-12)12 October 1917 (aged 36),31,Peñarol,Uruguay,Uruguay,1954,0
José Santamaría,2,2DF,(1929-07-31)31 July 1929 (aged 24),4,Nacional,Uruguay,Uruguay,1954,0
William Martínez,3,2DF,(1928-01-13)13 January 1928 (aged 26),11,Rampla Juniors,Uruguay,Uruguay,1954,0
Víctor Rodríguez Andrade,4,3MF,(1927-05-02)2 May 1927 (aged 27),22,Peñarol,Uruguay,Uruguay,1954,0
Obdulio Varela (captain),5,3MF,(1917-09-20)20 September 1917 (aged 36),42,Peñarol,Uruguay,Uruguay,1954,0
Roberto Leopardi,6,3MF,(1933-07-19)19 July 1933 (aged 20),3,Nacional,Uruguay,Uruguay,1954,0
Julio Abbadie,7,4FW,(1930-09-07)7 September 1930 (aged 23),9,Peñarol,Uruguay,Uruguay,1954,0
Juan Hohberg,8,4FW,(1926-10-08)8 October 1926 (aged 27),3,Peñarol,Uruguay,Uruguay,1954,0
Oscar Míguez,9,4FW,(1927-12-05)5 December 1927 (aged 26),17,Peñarol,Uruguay,Uruguay,1954,0
Juan Alberto Schiaffino,10,4FW,(1925-07-28)28 July 1925 (aged 28),16,Peñarol,Uruguay,Uruguay,1954,0
Carlos Borges,11,4FW,(1932-01-14)14 January 1932 (aged 22),2,Peñarol,Uruguay,Uruguay,1954,0
Julio Maceiras,12,1GK,(1926-04-22)22 April 1926 (aged 28),1,Danubio,Uruguay,Uruguay,1954,0
Mirto Davoine,13,2DF,(1933-02-13)13 February 1933 (aged 21),1,Peñarol,Uruguay,Uruguay,1954,0
Eusebio Tejera,14,2DF,(1922-01-06)6 January 1922 (aged 32),31,Defensor,Uruguay,Uruguay,1954,0
Urbano Rivera,15,3MF,(1926-04-01)1 April 1926 (aged 28),7,Danubio,Uruguay,Uruguay,1954,0
Néstor Carballo,16,3MF,(1929-02-03)3 February 1929 (aged 25),10,Nacional,Uruguay,Uruguay,1954,0
Luis Cruz,17,3MF,(1925-04-28)28 April 1925 (aged 29),7,Nacional,Uruguay,Uruguay,1954,0
Rafael Souto,18,4FW,(1930-10-24)24 October 1930 (aged 23),5,Nacional,Uruguay,Uruguay,1954,0
Javier Ambrois,19,4FW,(1932-05-09)9 May 1932 (aged 22),7,Nacional,Uruguay,Uruguay,1954,0
Omar Méndez,20,4FW,(1934-08-07)7 August 1934 (aged 19),4,Nacional,Uruguay,Uruguay,1954,0
Julio Pérez,21,4FW,(1926-06-19)19 June 1926 (aged 27),17,Nacional,Uruguay,Uruguay,1954,0
Luis Castro,22,4FW,(1921-07-31)31 July 1921 (aged 32),19,Defensor,Uruguay,Uruguay,1954,0
Kurt Schmied,1,1GK,(1926-06-14)14 June 1926 (aged 28),2,First Vienna FC,Austria,Austria,1954,0
Gerhard Hanappi,2,2DF,(1929-02-16)16 February 1929 (aged 25),37,Rapid Wien,Austria,Austria,1954,0
Ernst Happel,3,2DF,(1925-11-29)29 November 1925 (aged 28),39,Rapid Wien,Austria,Austria,1954,0
Leopold Barschandt,4,2DF,(1925-08-12)12 August 1925 (aged 28),2,Wiener Sportclub,Austria,Austria,1954,0
Ernst Ocwirk,5,3MF,(1926-03-07)7 March 1926 (aged 28),45,Austria Wien,Austria,Austria,1954,0
Karl Koller,6,3MF,(1929-02-09)9 February 1929 (aged 25),8,First Vienna FC,Austria,Austria,1954,0
Robert Körner,7,4FW,(1924-08-21)21 August 1924 (aged 29),7,Rapid Wien,Austria,Austria,1954,0
Walter Schleger,8,4FW,(1929-09-19)19 September 1929 (aged 24),9,Austria Wien,Austria,Austria,1954,0
Theodor Wagner,9,4FW,(1927-08-06)6 August 1927 (aged 26),28,Wacker Wien,Austria,Austria,1954,0
Erich Probst,10,3MF,(1927-12-05)5 December 1927 (aged 26),9,Rapid Wien,Austria,Austria,1954,0
Alfred Körner,11,4FW,(1926-02-14)14 February 1926 (aged 28),24,Rapid Wien,Austria,Austria,1954,0
Karl Stotz,12,3MF,(1927-03-27)27 March 1927 (aged 27),11,Austria Wien,Austria,Austria,1954,0
Walter Kollmann,13,3MF,(1932-06-17)17 June 1932 (aged 21),3,Wacker Wien,Austria,Austria,1954,0
Karl Giesser,14,3MF,(1928-10-29)29 October 1928 (aged 25),1,Rapid Wien,Austria,Austria,1954,0
Franz Pelikan,15,1GK,(1925-11-06)6 November 1925 (aged 28),6,Wacker Wien,Austria,Austria,1954,0
Walter Zeman,16,1GK,(1927-05-01)1 May 1927 (aged 27),39,Rapid Wien,Austria,Austria,1954,0
Alfred Teinitzer,17,3MF,(1929-07-29)29 July 1929 (aged 24),0,Linzer ASK,Austria,Austria,1954,0
Johann Riegler,18,3MF,(1929-07-17)17 July 1929 (aged 24),3,Rapid Wien,Austria,Austria,1954,0
Robert Dienst,19,4FW,(1928-03-01)1 March 1928 (aged 26),16,Rapid Wien,Austria,Austria,1954,0
Paul Halla,20,2DF,(1931-04-10)10 April 1931 (aged 23),4,Rapid Wien,Austria,Austria,1954,0
Ernst Stojaspal,21,4FW,(1925-01-14)14 January 1925 (aged 29),28,Austria Wien,Austria,Austria,1954,0
Walter Haummer,22,4FW,(1928-11-22)22 November 1928 (aged 25),4,Wacker Wien,Austria,Austria,1954,0
Theodor Reimann,1,1GK,(1921-02-10)10 February 1921 (aged 33),4,Slovan Bratislava,Czechoslovakia,Czechoslovakia,1954,0
František Šafránek,2,2DF,(1931-01-02)2 January 1931 (aged 23),10,ÚDA Prague,Czechoslovakia,Czechoslovakia,1954,0
Svatopluk Pluskal,3,3MF,(1930-10-28)28 October 1930 (aged 23),3,ÚDA Prague,Czechoslovakia,Czechoslovakia,1954,0
Ladislav Novák (captain),4,2DF,(1931-12-05)5 December 1931 (aged 22),11,ÚDA Prague,Czechoslovakia,Czechoslovakia,1954,0
Jiří Trnka,5,2DF,(1926-12-02)2 December 1926 (aged 27),20,ÚDA Prague,Czechoslovakia,Czechoslovakia,1954,0
Michal Benedikovič,6,3MF,(1923-05-31)31 May 1923 (aged 31),7,Slovan Bratislava,Czechoslovakia,Czechoslovakia,1954,0
Ladislav Hlaváček,7,4FW,(1925-06-26)26 June 1925 (aged 28),13,ÚDA Prague,Czechoslovakia,Czechoslovakia,1954,0
Otto Hemele,8,4FW,(1926-01-22)22 January 1926 (aged 28),8,ÚDA Prague,Czechoslovakia,Czechoslovakia,1954,0
Anton Malatinský,9,4FW,(1920-01-15)15 January 1920 (aged 34),10,Baník Handlová,Czechoslovakia,Czechoslovakia,1954,0
Emil Pažický,10,4FW,(1927-10-14)14 October 1927 (aged 26),14,Slovan Bratislava,Czechoslovakia,Czechoslovakia,1954,0
Jiří Pešek,11,4FW,(1927-06-04)4 June 1927 (aged 27),4,Spartak Praha Sokolovo,Czechoslovakia,Czechoslovakia,1954,0
Anton Krásnohorský,12,2DF,(1925-10-22)22 October 1925 (aged 28),9,Iskra Žilina,Czechoslovakia,Czechoslovakia,1954,0
Jiří Hledík,13,3MF,(1929-04-19)19 April 1929 (aged 25),3,Křídla vlasti Olomouc,Czechoslovakia,Czechoslovakia,1954,0
Jan Hertl,14,3MF,(1929-01-23)23 January 1929 (aged 25),6,ÚDA Prague,Czechoslovakia,Czechoslovakia,1954,0
Ladislav Kačáni,15,4FW,(1931-04-01)1 April 1931 (aged 23),7,CH Bratislava,Czechoslovakia,Czechoslovakia,1954,0
Zdeněk Procházka,16,3MF,(1928-01-12)12 January 1928 (aged 26),1,Spartak Praha Sokolovo,Czechoslovakia,Czechoslovakia,1954,0
Tadeáš Kraus,17,4FW,(1932-10-22)22 October 1932 (aged 21),5,Křídla vlasti Olomouc,Czechoslovakia,Czechoslovakia,1954,0
Josef Majer,18,4FW,(1925-06-08)8 June 1925 (aged 29),0,Baník Kladno,Czechoslovakia,Czechoslovakia,1954,0
Jaroslav Košnar,19,4FW,(1930-08-17)17 August 1930 (aged 23),1,CH Bratislava,Czechoslovakia,Czechoslovakia,1954,0
Kazimír Gajdoš,20,4FW,(1934-03-28)28 March 1934 (aged 20),0,Tatran Prešov,Czechoslovakia,Czechoslovakia,1954,0
Imrich Stacho,21,1GK,(1931-11-04)4 November 1931 (aged 22),6,Tankista Praha,Czechoslovakia,Czechoslovakia,1954,0
Viliam Schrojf,22,1GK,(1931-08-02)2 August 1931 (aged 22),1,Křídla vlasti Olomouc,Czechoslovakia,Czechoslovakia,1954,0
Fred Martin,1,1GK,(1929-05-13)13 May 1929 (aged 25),2,Aberdeen,Scotland,Scotland,1954,0
Willie Cunningham (captain),2,2DF,(1925-02-22)22 February 1925 (aged 29),3,Preston North End,Scotland,England,1954,0
Jock Aird,3,2DF,(1926-02-18)18 February 1926 (aged 28),2,Burnley,Scotland,England,1954,0
Bobby Evans,4,2DF,(1927-07-16)16 July 1927 (aged 26),17,Celtic,Scotland,Scotland,1954,0
Tommy Docherty,5,2DF,(1928-08-24)24 August 1928 (aged 25),5,Preston North End,Scotland,England,1954,0
Jimmy Davidson,6,3MF,(1925-11-08)8 November 1925 (aged 28),2,Partick Thistle,Scotland,Scotland,1954,0
Doug Cowie,7,3MF,(1926-05-01)1 May 1926 (aged 28),6,Dundee,Scotland,Scotland,1954,0
John Mackenzie,8,4FW,(1925-09-04)4 September 1925 (aged 28),4,Partick Thistle,Scotland,Scotland,1954,0
George Hamilton,9,4FW,(1917-12-07)7 December 1917 (aged 36),5,Aberdeen,Scotland,Scotland,1954,0
Allan Brown,10,4FW,(1926-10-12)12 October 1926 (aged 27),12,Blackpool,Scotland,England,1954,0
Neil Mochan,11,4FW,(1927-04-06)6 April 1927 (aged 27),1,Celtic,Scotland,Scotland,1954,0
Willie Fernie,12,4FW,(1928-11-22)22 November 1928 (aged 25),1,Celtic,Scotland,Scotland,1954,0
Willie Ormond,13,4FW,(1927-02-23)23 February 1927 (aged 27),3,Hibernian,Scotland,Scotland,1954,0
John Anderson*,14,1GK,(1929-12-08)8 December 1929 (aged 24),1,Leicester City,Scotland,England,1954,0
Bobby Johnstone*,15,4FW,(1929-09-07)7 September 1929 (aged 24),11,Hibernian,Scotland,Scotland,1954,0
Jackie Henderson*,16,4FW,(1932-01-17)17 January 1932 (aged 22),4,Portsmouth,Scotland,England,1954,0
David Mathers*,17,3MF,(1931-10-25)25 October 1931 (aged 22),1,Partick Thistle,Scotland,Scotland,1954,0
Alex Wilson*,18,2DF,(1933-10-29)29 October 1933 (aged 20),1,Portsmouth,Scotland,England,1954,0
Jimmy Binning*,19,4FW,(1927-07-25)25 July 1927 (aged 26),0,Queen of the South,Scotland,Scotland,1954,0
Bobby Combe*,20,4FW,(1924-02-29)29 February 1924 (aged 30),3,Hibernian,Scotland,Scotland,1954,0
Ernie Copland*,21,4FW,(1927-04-15)15 April 1927 (aged 27),0,Raith Rovers,Scotland,Scotland,1954,0
Ian McMillan*,22,4FW,(1931-03-18)18 March 1931 (aged 23),3,Airdrieonians,Scotland,Scotland,1954,0
Gil Merrick,1,1GK,(1922-01-26)26 January 1922 (aged 32),20,Birmingham City,England,England,1954,0
Ron Staniforth,2,2DF,(1924-04-13)13 April 1924 (aged 30),3,Huddersfield Town,England,England,1954,0
Roger Byrne,3,2DF,(1929-09-08)8 September 1929 (aged 24),3,Manchester United,England,England,1954,0
Billy Wright (captain),4,3MF,(1924-02-06)6 February 1924 (aged 30),58,Wolverhampton Wanderers,England,England,1954,0
Syd Owen,5,3MF,(1922-02-28)28 February 1922 (aged 32),2,Luton Town,England,England,1954,0
Jimmy Dickinson,6,3MF,(1925-04-24)24 April 1925 (aged 29),35,Portsmouth,England,England,1954,0
Stanley Matthews,7,4FW,(1915-02-01)1 February 1915 (aged 39),36,Blackpool,England,England,1954,0
Ivor Broadis,8,4FW,(1922-12-18)18 December 1922 (aged 31),11,Newcastle United,England,England,1954,0
Nat Lofthouse,9,4FW,(1925-08-27)27 August 1925 (aged 28),19,Bolton Wanderers,England,England,1954,0
Tommy Taylor,10,4FW,(1932-01-29)29 January 1932 (aged 22),3,Manchester United,England,England,1954,0
Tom Finney,11,4FW,(1922-04-05)5 April 1922 (aged 32),51,Preston North End,England,England,1954,0
Ted Burgin,12,1GK,(1927-04-29)29 April 1927 (aged 27),0,Sheffield United,England,England,1954,0
Ken Green,13,2DF,(1924-04-27)27 April 1924 (aged 30),0,Birmingham City,England,England,1954,0
Bill McGarry,14,3MF,(1927-06-10)10 June 1927 (aged 27),0,Huddersfield Town,England,England,1954,0
Dennis Wilshaw,15,4FW,(1926-03-11)11 March 1926 (aged 28),1,Wolverhampton Wanderers,England,England,1954,0
Albert Quixall,16,3MF,(1933-08-09)9 August 1933 (aged 20),3,Sheffield Wednesday,England,England,1954,0
Jimmy Mullen,17,4FW,(1923-01-06)6 January 1923 (aged 31),11,Wolverhampton Wanderers,England,England,1954,0
Allenby Chilton*,18,3MF,(1918-09-16)16 September 1918 (aged 35),2,Manchester United,England,England,1954,0
Ken Armstrong*,19,3MF,(1924-06-03)3 June 1924 (aged 30),0,Chelsea,England,England,1954,0
Bedford Jezzard*,20,4FW,(1927-10-19)19 October 1927 (aged 26),1,Fulham,England,England,1954,0
Johnny Haynes*,21,4FW,(1934-10-17)17 October 1934 (aged 19),0,Fulham,England,England,1954,0
Harry Hooper*,22,4FW,(1933-06-14)14 June 1933 (aged 21),0,West Ham United,England,England,1954,0
Walter Eich,1,1GK,(1925-05-27)27 May 1925 (aged 29),5,Young Boys Bern,Switzerland,Switzerland,1954,0
Eugene Parlier,2,1GK,(1929-02-13)13 February 1929 (aged 25),5,Servette FC,Switzerland,Switzerland,1954,0
Georges Stuber,3,1GK,(1925-05-11)11 May 1925 (aged 29),13,Lausanne Sports,Switzerland,Switzerland,1954,0
Roger Bocquet (captain),4,3MF,(1921-04-09)9 April 1921 (aged 33),44,Lausanne Sports,Switzerland,Switzerland,1954,0
Marcel Flückiger,5,2DF,(1929-06-20)20 June 1929 (aged 24),2,Young Boys Bern,Switzerland,Switzerland,1954,0
Roger Mathis,6,2DF,(1921-04-04)4 April 1921 (aged 33),1,Lausanne Sports,Switzerland,Switzerland,1954,0
André Neury,7,2DF,(1921-09-03)3 September 1921 (aged 32),26,Servette FC,Switzerland,Switzerland,1954,0
Heinz Bigler,8,3MF,(1925-12-21)21 December 1925 (aged 28),3,Young Boys Bern,Switzerland,Switzerland,1954,0
Charles Casali,9,3MF,(1923-04-27)27 April 1923 (aged 31),15,Young Boys Bern,Switzerland,Switzerland,1954,0
Oliver Eggimann,10,3MF,(1921-08-06)6 August 1921 (aged 32),39,FC La Chaux-de-Fonds,Switzerland,Switzerland,1954,0
Norbert Eschmann,11,3MF,(1933-09-19)19 September 1933 (aged 20),0,Lausanne Sports,Switzerland,Switzerland,1954,0
